timestamp,PV.DC Power,BESS.DC Power,Battery Group 1.DC Power,Battery Group 2.DC Power,Battery Group 3.DC Power,Battery Group 4.DC Power,Inverter.Active Power,L2 7650 Meter.Active Power,OASIS POI.Active Power
="2016-06-30 01:00:00",51.1,-4.1,-0.6,-1.2,-1.1,-1.0,45.4,,34.7
="2016-07-01 01:00:00",32.5,-3.6,-0.4,-1.1,-1.1,-0.8,27.4,,18.7
="2016-07-02 01:00:00",42.0,-2.4,-0.5,-0.6,-0.6,-0.5,38.1,,27.3
="2016-07-03 01:00:00",,,,,,,,,
="2016-07-04 01:00:00",45.8,-10.9,-1.7,-3.2,-3.1,-2.6,34.0,,24.0
="2016-07-05 01:00:00",24.5,-2.6,-0.4,-0.7,-0.7,-0.7,20.8,,11.9
="2016-07-06 01:00:00",49.0,-4.9,-0.8,-1.5,-1.5,-1.0,42.8,,33.0
="2016-07-07 01:00:00",3.6,-3.5,-0.7,-1.0,-1.0,-0.9,-1.0,,-8.4
="2016-07-08 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.4
="2016-07-09 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.5
="2016-07-10 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.6
="2016-07-11 01:00:00",23.9,-2.4,-0.2,-1.0,-0.5,-0.6,20.7,,10.4
="2016-07-12 01:00:00",24.9,-3.7,-0.6,-1.2,-0.9,-0.8,19.8,,10.0
="2016-07-13 01:00:00",34.1,-3.4,-0.6,-1.2,-0.7,-0.7,29.0,,18.4
="2016-07-14 01:00:00",44.2,-2.7,-0.4,-1.0,-0.5,-0.6,40.4,,27.9
="2016-07-15 01:00:00",44.4,-4.5,-0.5,-1.4,-1.1,-1.2,38.3,,27.2
="2016-07-16 01:00:00",,,,,,,,,
="2016-07-17 01:00:00",,,,,,,,,
="2016-07-18 01:00:00",55.0,-12.9,-2.3,-5.2,-2.2,-3.0,41.3,,30.1
="2016-07-19 01:00:00",28.7,-1.9,0.1,-0.7,-0.6,-0.4,25.3,,15.9
="2016-07-20 01:00:00",40.3,-4.4,-0.9,-1.3,-0.9,-0.9,34.4,,24.2
="2016-07-21 01:00:00",30.5,-2.1,-0.4,-0.7,-0.5,-0.5,27.3,,17.3
="2016-07-22 01:00:00",23.0,-0.0,0.0,0.0,0.0,0.0,22.6,,12.3
="2016-07-23 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.9
="2016-07-24 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.3
="2016-07-25 01:00:00",47.6,-4.8,-0.8,-1.7,-1.1,-1.1,41.9,,30.3
="2016-07-26 01:00:00",54.6,-3.9,-0.4,-1.4,-1.0,-1.1,48.8,,36.8
="2016-07-27 01:00:00",34.5,-1.6,-0.4,-0.7,-0.3,-0.2,31.7,,18.3
="2016-07-28 01:00:00",50.1,-2.5,-0.3,-1.0,-0.5,-0.6,46.3,,35.0
="2016-07-29 01:00:00",28.9,-2.0,-0.5,-0.7,-0.4,-0.3,25.9,,15.7
="2016-07-30 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.6
="2016-07-31 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.6
="2016-08-01 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.1
="2016-08-02 01:00:00",13.7,-3.3,-0.6,-1.2,-0.5,-0.7,9.7,,-0.5
="2016-08-03 01:00:00",25.8,-3.8,-0.5,-1.2,-0.9,-1.0,20.5,,9.5
="2016-08-04 01:00:00",52.9,-3.8,-0.7,-1.3,-0.9,-0.8,47.3,,36.3
="2016-08-05 01:00:00",46.4,-2.6,-0.5,-1.0,-0.4,-0.6,42.4,,30.3
="2016-08-06 01:00:00",50.7,-2.8,-0.3,-1.2,-0.7,-0.5,46.6,,36.1
="2016-08-07 01:00:00",20.9,-0.9,0.1,-0.4,-0.3,-0.2,18.6,,8.8
="2016-08-08 01:00:00",26.6,-7.6,-1.4,-2.9,-1.5,-1.4,17.8,,7.1
="2016-08-09 01:00:00",13.5,-4.3,-0.9,-1.1,-0.9,-1.1,8.0,,-2.4
="2016-08-10 01:00:00",28.4,-4.3,-0.6,-1.4,-1.0,-0.9,22.9,,12.0
="2016-08-11 01:00:00",38.1,-2.2,-0.2,-0.9,-0.5,-0.5,34.5,,22.8
="2016-08-12 01:00:00",40.9,-1.3,-0.1,-0.4,-0.3,-0.4,38.9,,27.2
="2016-08-13 01:00:00",38.8,1.3,0.5,0.0,0.4,0.5,39.1,,27.1
="2016-08-14 01:00:00",36.3,-7.9,-1.8,-2.5,-1.7,-1.7,27.3,,15.4
="2016-08-15 01:00:00",39.3,-2.3,-0.4,-0.9,-0.5,-0.4,35.1,,24.1
="2016-08-16 01:00:00",76.1,-2.0,-0.3,-0.9,-0.4,-0.3,72.1,,56.9
="2016-08-17 01:00:00",37.4,-14.6,-3.5,-4.0,-3.1,-3.7,22.4,,9.6
="2016-08-18 01:00:00",31.3,-3.2,-0.4,-1.2,-0.8,-0.6,26.7,,14.5
="2016-08-19 01:00:00",18.9,-3.3,-0.5,-1.3,-0.5,-0.9,14.6,,2.5
="2016-08-20 01:00:00",22.4,-2.8,-0.6,-0.9,-0.9,-0.3,18.3,,6.9
="2016-08-21 01:00:00",41.3,-3.2,-0.5,-1.1,-0.6,-0.9,36.0,,25.4
="2016-08-22 01:00:00",23.7,-3.6,-0.5,-1.3,-0.7,-0.7,18.5,,7.6
="2016-08-23 01:00:00",48.6,-3.5,-0.5,-1.2,-0.9,-0.8,43.0,,30.3
="2016-08-24 01:00:00",32.5,-3.2,-0.3,-1.4,-0.8,-0.5,27.5,,15.1
="2016-08-25 01:00:00",26.7,-2.9,-0.6,-1.1,-0.6,-0.5,22.2,,8.6
="2016-08-26 01:00:00",20.1,-1.2,-0.2,-0.7,-0.3,-0.0,17.8,,4.5
="2016-08-27 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.1
="2016-08-28 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.5
="2016-08-29 01:00:00",50.7,-3.4,-0.6,-1.2,-0.8,-0.6,46.2,,33.3
="2016-08-30 01:00:00",57.3,-5.4,-0.5,-2.1,-1.1,-1.5,50.0,,37.5
="2016-08-31 01:00:00",7.6,-3.7,-0.8,-1.2,-0.6,-0.7,1.8,,-10.4
="2016-09-01 01:00:00",20.7,-3.1,-0.3,-1.2,-0.7,-0.7,15.8,,4.6
="2016-09-02 01:00:00",18.0,-3.4,-0.6,-1.1,-0.7,-0.7,12.7,,1.9
="2016-09-03 01:00:00",27.0,-3.0,-0.2,-1.1,-0.7,-0.7,22.3,,12.1
="2016-09-04 01:00:00",43.5,-5.0,-0.8,-2.2,-0.9,-0.9,36.6,,25.3
="2016-09-05 01:00:00",5.3,-3.8,-0.6,-1.3,-0.6,-0.9,-0.4,,-10.5
="2016-09-06 01:00:00",23.7,-3.1,-0.3,-1.2,-0.7,-0.6,19.0,,6.7
="2016-09-07 01:00:00",12.5,-2.8,-0.4,-1.1,-0.4,-0.7,8.8,,-2.4
="2016-09-08 01:00:00",41.5,-3.2,-0.6,-1.1,-0.7,-0.6,36.3,,24.8
="2016-09-09 01:00:00",40.0,-3.3,-0.4,-1.3,-0.7,-0.7,34.6,,23.8
="2016-09-10 01:00:00",40.5,-2.9,-0.5,-1.1,-0.6,-0.6,35.3,,23.5
="2016-09-11 01:00:00",,,,,,,,,
="2016-09-12 01:00:00",66.6,-15.8,-2.6,-6.5,-3.2,-3.3,49.4,,36.3
="2016-09-13 01:00:00",43.2,-2.1,-0.1,-0.7,-0.6,-0.6,39.1,,26.7
="2016-09-14 01:00:00",20.6,-4.3,-0.7,-1.5,-1.0,-0.7,14.6,,1.7
="2016-09-15 01:00:00",4.7,-4.3,-0.5,-1.4,-0.8,-0.9,-1.6,,-13.6
="2016-09-16 01:00:00",14.7,-3.5,-0.6,-1.2,-0.6,-0.8,9.7,,-1.4
="2016-09-17 01:00:00",1.5,-3.7,-0.5,-1.2,-0.8,-0.8,-3.7,,-16.3
="2016-09-18 01:00:00",4.7,-1.7,-0.1,-1.0,-0.2,-0.4,2.4,,-9.6
="2016-09-19 01:00:00",11.4,-4.2,-0.6,-1.7,-0.7,-0.8,5.7,,-8.8
="2016-09-20 01:00:00",24.0,-4.2,-0.6,-1.2,-1.0,-1.0,18.1,,5.2
="2016-09-21 01:00:00",23.8,-4.0,-0.8,-1.3,-0.8,-0.8,18.0,,4.1
="2016-09-22 01:00:00",25.5,-4.0,-0.6,-1.4,-0.8,-0.8,19.7,,6.3
="2016-09-23 01:00:00",2.5,-2.9,-0.5,-0.8,-0.6,-0.6,-1.4,,-13.4
="2016-09-24 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-11.7
="2016-09-25 01:00:00",-0.0,-1.7,-0.0,-0.9,-0.3,-0.4,-2.0,,-13.8
="2016-09-26 01:00:00",13.5,-3.8,-0.7,-1.2,-0.8,-0.8,8.5,,-3.2
="2016-09-27 01:00:00",27.7,-4.1,-0.6,-1.3,-0.9,-0.9,21.9,,7.3
="2016-09-28 01:00:00",40.2,-3.4,-0.6,-1.3,-0.7,-0.7,35.1,,22.2
="2016-09-29 01:00:00",34.2,-3.8,-0.6,-1.4,-0.8,-0.8,28.7,,15.7
="2016-09-30 01:00:00",37.5,-3.6,-0.6,-1.3,-0.8,-0.8,32.2,,19.8
="2016-10-01 01:00:00",9.4,-3.9,-0.5,-1.5,-0.8,-0.9,4.2,,-7.2
="2016-10-02 01:00:00",31.3,-3.4,-0.6,-1.2,-0.7,-0.8,26.2,,14.1
="2016-10-03 01:00:00",13.8,-4.1,-0.6,-1.5,-0.8,-0.9,8.3,,-4.6
="2016-10-04 01:00:00",8.5,-3.9,-0.7,-1.3,-0.7,-0.8,3.1,,-8.6
="2016-10-05 01:00:00",35.7,-3.7,-0.6,-1.3,-0.8,-0.8,30.4,,18.1
="2016-10-06 01:00:00",4.7,-3.3,-0.5,-1.4,-0.6,-0.6,-0.2,,-12.6
="2016-10-07 01:00:00",9.3,-3.4,-0.4,-1.4,-0.5,-0.7,4.4,,-7.1
="2016-10-08 01:00:00",-0.1,-4.8,-0.8,-1.3,-1.2,-1.2,-6.7,,-21.6
="2016-10-09 01:00:00",25.2,-3.1,-0.4,-1.2,-0.7,-0.8,20.4,,8.5
="2016-10-10 01:00:00",23.3,-0.2,0.2,-0.3,0.1,-0.0,21.7,,11.0
="2016-10-11 01:00:00",34.6,-8.2,-1.6,-2.9,-1.7,-1.8,25.1,,12.5
="2016-10-12 01:00:00",29.3,-3.8,-0.6,-1.2,-0.8,-1.1,23.8,,10.0
="2016-10-13 01:00:00",-0.1,-3.7,-0.4,-1.5,-0.7,-0.9,-5.5,,-17.3
="2016-10-14 01:00:00",-0.1,-3.5,-0.4,-1.5,-0.7,-0.8,-5.4,,-17.1
="2016-10-15 01:00:00",-0.0,-3.9,-0.6,-1.6,-0.7,-0.9,-5.7,,-20.1
="2016-10-16 01:00:00",-0.1,-3.4,-0.3,-1.5,-0.7,-0.8,-5.3,,-15.6
="2016-10-17 01:00:00",-0.1,-3.8,-0.5,-1.6,-0.8,-0.9,-5.6,,-17.9
="2016-10-18 01:00:00",-0.0,-3.9,-0.6,-1.6,-0.8,-0.9,-5.6,,-17.3
="2016-10-19 01:00:00",13.4,-3.7,-0.5,-1.6,-0.7,-0.8,8.1,,-4.0
="2016-10-20 01:00:00",10.6,-4.0,-0.6,-1.5,-0.8,-0.9,5.1,,-9.8
="2016-10-21 01:00:00",6.4,-4.1,-0.6,-1.7,-0.8,-0.9,0.8,,-10.8
="2016-10-22 01:00:00",14.3,-3.7,-0.5,-1.6,-0.7,-0.8,8.9,,-5.3
="2016-10-23 01:00:00",7.9,-4.5,-0.3,-2.2,-0.9,-1.0,1.6,,-9.6
="2016-10-24 01:00:00",-0.0,-1.1,-0.4,-0.4,-0.2,-0.1,-2.0,,-15.8
="2016-10-25 01:00:00",5.4,-3.4,-0.5,-1.3,-0.6,-0.9,1.2,,-10.9
="2016-10-26 01:00:00",1.1,-2.9,-0.3,-1.2,-0.6,-0.7,-3.6,,-17.7
="2016-10-27 01:00:00",-0.0,-3.8,-0.6,-1.5,-0.7,-0.9,-5.5,,-18.5
="2016-10-28 01:00:00",10.4,-2.2,-0.4,-0.7,-0.5,-0.5,7.3,,-6.8
="2016-10-29 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.2
="2016-10-30 01:00:00",5.4,0.0,0.0,0.0,0.0,0.0,4.0,,-9.1
="2016-10-31 01:00:00",0.3,-2.6,-0.3,-1.0,-0.6,-0.6,-4.6,,-17.4
="2016-11-01 01:00:00",6.9,-3.3,-0.5,-1.3,-0.7,-0.7,2.0,,-9.3
="2016-11-02 01:00:00",1.1,-3.7,-0.5,-1.4,-0.9,-0.8,-4.7,,-18.3
="2016-11-03 01:00:00",31.5,-2.0,-0.2,-0.6,-0.5,-0.3,27.3,,15.3
="2016-11-04 01:00:00",26.0,-5.5,-0.3,-2.4,-1.6,-0.7,18.6,,6.6
="2016-11-05 01:00:00",-0.0,-2.2,-0.5,-0.9,-0.5,-0.2,-4.8,,-17.8
="2016-11-06 01:00:00",4.9,-2.9,-0.3,-1.0,-0.8,-0.6,-0.3,,-12.6
="2016-11-07 00:00:00",1.9,-4.0,-0.5,-1.6,-1.1,-0.6,-4.3,,-17.6
="2016-11-08 00:00:00",11.5,-2.5,-0.4,-0.7,-0.6,-0.4,6.9,,-5.7
="2016-11-09 00:00:00",9.0,-3.4,-0.4,-1.2,-0.8,-0.5,3.5,,-7.8
="2016-11-10 00:00:00",12.2,-4.5,-0.5,-1.5,-1.1,-0.9,5.4,,-7.7
="2016-11-11 00:00:00",-0.0,-4.1,-0.2,-2.0,-1.1,-0.7,-6.5,,-17.5
="2016-11-12 00:00:00",-0.0,-2.2,-0.4,-0.8,-0.6,-0.4,-5.0,,-17.0
="2016-11-13 00:00:00",0.0,-2.3,-0.2,-1.1,-0.6,-0.4,-5.2,,-15.6
="2016-11-14 00:00:00",13.7,-2.5,-0.2,-1.2,-0.4,-0.3,8.5,,-6.2
="2016-11-15 00:00:00",1.2,-4.5,-0.6,-1.5,-0.8,-0.9,-5.9,,-19.8
="2016-11-16 00:00:00",2.1,-4.3,-0.5,-1.6,-0.8,-0.7,-4.8,,-18.9
="2016-11-17 00:00:00",7.0,-4.2,-0.6,-1.4,-0.9,-0.7,0.3,,-14.4
="2016-11-18 00:00:00",-0.0,-3.8,-0.2,-1.4,-0.9,-0.7,-6.3,,-23.3
="2016-11-19 00:00:00",6.5,-3.6,-0.4,-1.3,-1.2,-0.6,0.5,,-12.7
="2016-11-20 00:00:00",-0.0,8.7,2.7,1.6,2.4,2.2,6.1,,-7.4
="2016-11-21 00:00:00",14.6,-15.1,-3.4,-4.3,-3.5,-3.4,-2.6,,-17.8
="2016-11-22 00:00:00",-0.0,-2.7,-0.3,-1.0,-0.5,-0.3,-5.3,,-20.0
="2016-11-23 00:00:00",-0.0,-4.7,-0.7,-1.4,-1.4,-1.1,-7.0,,-21.3
="2016-11-24 00:00:00",-0.0,-2.6,-0.4,-0.9,-0.8,-0.5,-5.0,,-19.3
="2016-11-25 00:00:00",5.2,-1.8,-0.2,-0.6,-0.5,-0.3,1.8,,-12.9
="2016-11-26 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.4
="2016-11-27 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.4
="2016-11-28 00:00:00",8.3,-2.6,-0.4,-0.9,-0.7,-0.5,4.3,,-10.2
="2016-11-29 00:00:00",-0.0,-2.9,-0.3,-1.3,-0.7,-0.6,-5.4,,-22.0
="2016-11-30 00:00:00",2.8,-3.2,-0.3,-1.4,-0.7,-0.5,-2.9,,-19.7
="2016-12-01 00:00:00",6.2,-1.3,0.1,-0.8,-0.3,-0.2,2.3,,-15.6
="2016-12-02 00:00:00",-0.0,-6.9,-0.9,-3.3,-1.3,-1.1,-9.0,,-25.2
="2016-12-03 00:00:00",2.9,-2.1,-0.2,-0.8,-0.6,-0.4,-1.7,,-15.1
="2016-12-04 00:00:00",15.2,-2.3,-0.3,-0.9,-0.7,-0.5,10.2,,-7.2
="2016-12-05 00:00:00",-0.0,-2.7,-0.1,-1.3,-0.6,-0.5,-5.5,,-23.3
="2016-12-06 00:00:00",-0.0,-3.7,-0.2,-2.2,-0.6,-0.4,-5.9,,-23.5
="2016-12-07 00:00:00",0.1,-2.7,-0.2,-1.0,-0.7,-0.6,-5.2,,-25.2
="2016-12-08 00:00:00",-0.0,-2.5,-0.0,-1.3,-0.5,-0.5,-5.2,,-24.0
="2016-12-09 00:00:00",-0.0,-2.2,-0.3,-1.0,-0.4,-0.4,-5.1,,-21.9
="2016-12-10 00:00:00",-0.0,-2.9,-0.2,-1.2,-0.6,-0.5,-5.6,,-20.9
="2016-12-11 00:00:00",-0.0,-2.4,-0.2,-1.2,-0.6,-0.4,-5.2,,-20.5
="2016-12-12 00:00:00",-0.0,-2.5,-0.1,-1.2,-0.6,-0.4,-5.3,,-23.3
="2016-12-13 00:00:00",-0.0,-3.6,-0.4,-1.8,-0.7,-0.4,-5.8,,-24.2
="2016-12-14 00:00:00",-0.0,-1.7,-0.0,-0.7,-0.4,-0.5,-3.6,,-21.9
="2016-12-15 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-17.3
="2016-12-16 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-17.9
="2016-12-17 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-16.0
="2016-12-18 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.6
="2016-12-19 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.9
="2016-12-20 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.4
="2016-12-21 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.9
="2016-12-22 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.8
="2016-12-23 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.8
="2016-12-24 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.5
="2016-12-25 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.8
="2016-12-26 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.4
="2016-12-27 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.7
="2016-12-28 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.7
="2016-12-29 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.4
="2016-12-30 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.9
="2016-12-31 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.1
="2017-01-01 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.7
="2017-01-02 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.2
="2017-01-03 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.1
="2017-01-04 00:00:00",-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.8
="2017-01-05 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.4
="2017-01-06 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.8
="2017-01-07 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.0
="2017-01-08 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.6
="2017-01-09 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.0
="2017-01-10 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-16.4
="2017-01-11 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-16.3
="2017-01-12 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-18.2
="2017-01-13 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-17.6
="2017-01-14 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.0
="2017-01-15 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.1
="2017-01-16 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.8
="2017-01-17 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.4
="2017-01-18 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.6
="2017-01-19 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.8
="2017-01-20 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.9
="2017-01-21 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.4
="2017-01-22 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.0
="2017-01-23 00:00:00",18.2,-7.1,-1.5,-2.2,-1.6,-1.6,9.3,,-11.9
="2017-01-24 00:00:00",5.6,-2.2,-0.2,-0.6,-0.2,-0.4,-0.9,,-20.2
="2017-01-25 00:00:00",-0.0,-1.9,-0.0,-0.7,-0.3,-0.4,-6.0,,-23.0
="2017-01-26 00:00:00",7.4,-2.3,-0.4,-0.7,-0.2,-0.5,1.2,,-16.3
="2017-01-27 00:00:00",3.8,-1.5,-0.1,-0.5,-0.2,-0.3,-0.4,,-18.2
="2017-01-28 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.6
="2017-01-29 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.0
="2017-01-30 00:00:00",7.9,-1.0,0.1,-0.6,-0.1,-0.3,5.0,,-13.2
="2017-01-31 00:00:00",26.3,-2.0,-0.4,-0.8,-0.3,-0.5,20.6,,1.5
="2017-02-01 00:00:00",25.8,-0.8,0.0,-0.7,0.2,-0.4,20.7,,0.4
="2017-02-02 00:00:00",24.9,-3.6,-0.6,-1.9,-0.6,-0.6,17.3,,-3.3
="2017-02-03 00:00:00",-0.0,-1.0,0.1,-0.4,-0.2,-0.5,-5.2,,-23.0
="2017-02-04 00:00:00",-0.0,-1.4,-0.0,-0.6,-0.4,-0.4,-5.4,,-23.5
="2017-02-05 00:00:00",-0.0,-1.5,-0.0,-0.8,-0.2,-0.5,-5.4,,-21.5
="2017-02-06 00:00:00",-0.0,-1.7,-0.2,-0.7,-0.4,-0.4,-5.6,,-24.1
="2017-02-07 00:00:00",-0.0,-1.5,-0.1,-0.8,-0.2,-0.4,-5.6,,-24.4
="2017-02-08 00:00:00",-0.0,-1.3,0.0,-0.8,-0.1,-0.4,-5.5,,-24.8
="2017-02-09 00:00:00",-0.0,-1.2,-0.0,-0.9,0.0,-0.3,-5.3,,-22.7
="2017-02-10 00:00:00",-0.0,-1.7,-0.2,-0.6,-0.3,-0.5,-5.7,,-22.2
="2017-02-11 00:00:00",-0.0,-1.0,0.1,-0.7,-0.1,-0.3,-5.1,,-21.0
="2017-02-12 00:00:00",3.2,-1.3,-0.1,-0.6,-0.2,-0.3,-2.0,,-16.9
="2017-02-13 00:00:00",14.8,-1.4,-0.1,-0.7,-0.2,-0.4,9.4,,-5.0
="2017-02-14 00:00:00",-0.0,-0.6,0.1,-0.5,-0.0,-0.1,-4.5,,-20.8
="2017-02-15 00:00:00",-0.0,-4.5,-0.7,-1.9,-0.8,-1.1,-8.6,,-27.0
="2017-02-16 00:00:00",7.7,-1.6,-0.2,-0.8,-0.3,-0.3,2.3,,-14.6
="2017-02-17 00:00:00",18.8,-1.4,-0.2,-0.5,-0.3,-0.4,13.6,,-3.8
="2017-02-18 00:00:00",7.2,-1.3,-0.1,-0.6,-0.3,-0.4,2.2,,-12.7
="2017-02-19 00:00:00",-0.0,-1.9,-0.2,-0.7,-0.4,-0.6,-5.6,,-21.4
="2017-02-20 00:00:00",19.6,-1.8,-0.2,-0.7,-0.4,-0.5,14.1,,-5.7
="2017-02-21 00:00:00",23.7,-1.7,-0.1,-0.8,-0.3,-0.5,17.9,,0.4
="2017-02-22 00:00:00",23.8,-1.6,-0.1,-0.8,-0.3,-0.4,18.2,,-2.0
="2017-02-23 00:00:00",22.3,-1.8,-0.2,-0.8,-0.3,-0.5,16.8,,-4.2
="2017-02-24 00:00:00",24.0,-1.0,-0.1,-0.6,-0.1,-0.2,20.3,,2.9
="2017-02-25 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.5
="2017-02-26 00:00:00",3.2,-1.1,-0.1,-0.4,-0.2,-0.3,0.9,,-12.7
="2017-02-27 00:00:00",9.5,-1.9,-0.2,-0.7,-0.4,-0.6,4.0,,-15.3
="2017-02-28 00:00:00",15.5,-2.0,-0.2,-1.0,-0.3,-0.6,9.8,,-12.4
="2017-03-01 00:00:00",9.7,-2.1,-0.1,-1.6,-0.2,-0.3,3.5,,-19.4
="2017-03-02 00:00:00",-0.0,-3.5,-0.5,-1.5,-0.5,-0.9,-7.5,,-24.5
="2017-03-03 00:00:00",4.4,-1.1,-0.1,-0.4,-0.2,-0.5,-0.6,,-18.9
="2017-03-04 00:00:00",28.4,-2.1,-0.3,-0.9,-0.5,-0.5,22.4,,5.7
="2017-03-05 00:00:00",-0.0,-1.8,-0.1,-0.8,-0.4,-0.5,-5.4,,-22.7
="2017-03-06 00:00:00",4.4,6.8,1.9,1.5,1.7,1.7,7.4,,-11.6
="2017-03-07 00:00:00",-0.0,-9.7,-2.4,-2.4,-2.4,-2.4,-13.3,,-35.2
="2017-03-08 00:00:00",5.4,1.1,0.3,0.3,0.3,0.3,2.8,,-16.7
="2017-03-09 00:00:00",6.8,-4.4,-0.4,-2.4,-0.4,-1.3,-1.1,,-19.1
="2017-03-10 00:00:00",37.9,-2.9,-0.6,-0.9,-0.7,-0.7,31.1,,14.3
="2017-03-11 00:00:00",-0.0,-1.2,0.0,-0.7,-0.2,-0.4,-5.0,,-21.7
="2017-03-12 00:00:00",-0.0,9.7,2.5,1.6,3.1,2.5,5.8,,-8.4
="2017-03-13 01:00:00",5.4,-22.0,-5.1,-5.7,-5.7,-5.5,-18.6,,-33.7
="2017-03-14 01:00:00",6.8,-3.4,-0.3,-1.4,-1.0,-0.7,0.9,,-13.8
="2017-03-15 01:00:00",8.9,-3.3,-0.1,-1.5,-1.4,-0.3,2.9,,-11.5
="2017-03-16 01:00:00",4.7,-2.5,-0.2,-1.3,-0.8,-0.2,-0.6,,-14.8
="2017-03-17 01:00:00",-0.0,-2.6,-0.2,-1.0,-0.8,-0.6,-5.2,,-21.3
="2017-03-18 01:00:00",28.2,-2.6,-0.3,-1.2,-0.8,-0.3,22.8,,8.3
="2017-03-19 01:00:00",35.4,-3.0,-0.3,-1.3,-0.9,-0.5,29.6,,16.0
="2017-03-20 01:00:00",30.2,-2.7,-0.3,-1.1,-0.8,-0.5,24.7,,7.7
="2017-03-21 01:00:00",6.7,-2.5,-0.1,-1.2,-0.9,-0.3,1.7,,-13.6
="2017-03-22 01:00:00",5.0,-2.7,-0.4,-1.1,-0.8,-0.4,-0.5,,-16.7
="2017-03-23 01:00:00",14.9,-2.9,-0.3,-1.2,-0.9,-0.5,9.5,,-5.8
="2017-03-24 01:00:00",5.2,-2.0,-0.3,-0.7,-0.6,-0.4,1.5,,-12.2
="2017-03-25 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-11.8
